sale_id,sale_date,product_id,quantity,customer_id,total_amount,rating
1780,2023-06-11,1,15,5,5250,4
2014,2023-07-06,19,15,5,4500,4
2411,2023-08-12,24,9,5,4500,4
3412,2023-09-27,21,10,5,6500,5
3691,2023-10-05,10,8,5,14400,4
4861,2023-11-15,9,20,5,14000,4
5023,2023-11-21,7,6,5,9000,5
5709,2023-12-15,5,10,5,4500,4
6897,2024-01-25,3,6,5,1500,4
7723,2024-02-23,3,19,5,4750,4
7996,2024-03-02,2,8,5,7200,5
8143,2024-03-06,3,18,5,4500,4
8980,2024-04-15,2,12,5,10800,4
9299,2024-05-16,4,11,5,6600,4
885,2023-03-22,25,14,5,8400,4
1233,2023-04-24,3,16,5,4000,5
3306,2023-09-23,22,19,5,7600,4
3865,2023-10-12,1,5,5,1750,5
4382,2023-10-31,6,9,5,10800,5
4816,2023-11-14,7,17,5,25500,4
5194,2023-11-27,10,7,5,12600,5
6406,2024-01-07,14,15,5,4800,4
6810,2024-01-22,1,14,5,4900,4
9433,2024-06-01,2,6,5,5400,4
10199,2024-09-10,1,8,5,2800,5
2820,2023-09-08,21,13,5,8450,4
5919,2023-12-22,14,7,5,2240,5
8043,2024-03-03,3,20,5,5000,4
8503,2024-03-19,1,14,5,4900,5
2462,2023-08-17,24,15,5,7500,4
7675,2024-02-21,4,14,5,8400,4
8728,2024-03-27,2,18,5,16200,5
2793,2023-09-07,22,19,5,7600,5
4135,2023-10-22,3,11,5,2750,4
4694,2023-11-10,9,6,5,4200,5
1541,2023-05-20,27,5,5,1000,5
3209,2023-09-20,22,15,5,6000,5
6974,2024-01-28,2,11,5,9900,5
7044,2024-01-30,4,18,5,10800,4
28,2023-01-03,25,14,6,8400,4
251,2023-01-26,17,8,6,4800,5
601,2023-02-26,20,8,6,6400,4
1198,2023-04-21,15,15,6,5250,4
1819,2023-06-15,3,15,6,3750,5
1999,2023-07-05,8,16,6,12000,5
2648,2023-09-02,24,5,6,2500,4
2834,2023-09-08,22,17,6,6800,4
5923,2023-12-22,14,16,6,5120,4
6512,2024-01-11,3,5,6,1250,5
6564,2024-01-13,2,5,6,4500,4
7175,2024-02-05,1,8,6,2800,5
8327,2024-03-13,2,14,6,12600,5
8331,2024-03-13,3,5,6,1250,4
9845,2024-07-27,4,11,6,6600,5
144,2023-01-16,24,19,6,9500,5
1167,2023-04-18,1,16,6,5600,5
3088,2023-09-16,24,9,6,4500,4
3429,2023-09-27,23,12,6,3000,4
4271,2023-10-27,4,17,6,10200,4
7583,2024-02-18,2,12,6,10800,4
7819,2024-02-26,4,18,6,10800,5
8265,2024-03-11,1,13,6,4550,4
1441,2023-05-11,10,15,6,27000,4
2351,2023-08-07,24,20,6,10000,5
2804,2023-09-07,24,14,6,7000,4
3793,2023-10-09,6,5,6,6000,4
10237,2024-09-14,1,9,6,3150,4
1871,2023-06-21,22,12,6,4800,4
3519,2023-09-30,23,5,6,1250,4
900,2023-03-24,19,5,6,1500,4
3878,2023-10-12,5,16,6,7200,4
5791,2023-12-18,4,5,6,3000,5
7290,2024-02-08,4,14,6,8400,4
8401,2024-03-15,4,11,6,6600,4
9280,2024-05-15,2,20,6,18000,4
9477,2024-06-08,3,10,6,2500,5
475,2023-02-15,23,20,7,5000,4
1644,2023-05-30,24,9,7,4500,5
1991,2023-07-04,14,11,7,3520,4
3114,2023-09-17,24,9,7,4500,5
3530,2023-09-30,24,17,7,8500,5
3920,2023-10-13,11,15,7,8250,5
4419,2023-11-01,10,12,7,21600,5
4553,2023-11-05,8,14,7,10500,4
4908,2023-11-17,11,16,7,8800,5
5186,2023-11-27,9,5,7,3500,5
5481,2023-12-07,4,17,7,10200,5
5653,2023-12-12,11,8,7,4400,5
10284,2024-09-20,2,20,7,18000,5
525,2023-02-20,22,17,7,6800,4
1444,2023-05-11,27,19,7,3800,4
4227,2023-10-25,4,8,7,4800,5
4579,2023-11-06,7,5,7,7500,4
6149,2023-12-29,14,12,7,3840,4
6913,2024-01-26,1,12,7,4200,4
8711,2024-03-26,3,12,7,3000,5
1072,2023-04-09,2,16,7,14400,4
2136,2023-07-18,7,16,7,24000,5
2649,2023-09-02,24,7,7,3500,4
4037,2023-10-18,5,14,7,6300,5
4724,2023-11-11,9,12,7,8400,4
9638,2024-06-29,4,17,7,10200,5
9698,2024-07-07,3,19,7,4750,4
1619,2023-05-28,11,12,7,6600,5
2962,2023-09-12,21,19,7,12350,5
2991,2023-09-13,22,18,7,7200,4
4670,2023-11-09,9,9,7,6300,5
468,2023-02-15,8,16,7,12000,4
1828,2023-06-15,27,11,7,2200,4
1891,2023-06-23,22,5,7,2000,4
3012,2023-09-14,22,18,7,7200,4
10275,2024-09-19,2,10,7,9000,4
1908,2023-06-26,25,19,7,11400,4
3659,2023-10-04,9,12,7,8400,5
3845,2023-10-11,4,20,7,12000,4
639,2023-03-01,26,5,8,4500,5
1206,2023-04-22,6,20,8,24000,4
1493,2023-05-16,15,18,8,6378,4
4868,2023-11-16,3,18,8,4500,4
5978,2023-12-24,14,8,8,2560,4
8289,2024-03-12,1,6,8,2100,4
8309,2024-03-12,3,7,8,1750,5
8959,2024-04-13,1,12,8,4200,4
426,2023-02-11,8,17,8,12750,5
699,2023-03-05,17,20,8,12000,4
1704,2023-06-04,13,5,8,2250,4
3299,2023-09-23,21,10,8,6500,4
4242,2023-10-26,2,8,8,7200,5
4528,2023-11-05,2,9,8,8100,4
5216,2023-11-28,10,14,8,25200,4
6623,2024-01-15,3,14,8,3500,4
7185,2024-02-05,2,10,8,9000,5
1092,2023-04-10,2,9,8,8100,5
4723,2023-11-11,9,7,8,4900,5
4881,2023-11-16,7,10,8,15000,4
4919,2023-11-18,3,10,8,2500,5
5659,2023-12-13,2,18,8,16200,4
7040,2024-01-30,3,15,8,3750,4
8122,2024-03-05,4,5,8,3000,4
8433,2024-03-16,4,19,8,11400,5
1653,2023-06-01,1,9,8,3150,4
2660,2023-09-02,24,17,8,8500,4
3734,2023-10-07,3,16,8,4000,4
6525,2024-01-12,2,13,8,11700,4
8529,2024-03-19,4,17,8,10200,5
37,2023-01-04,25,19,8,11400,4
7326,2024-02-10,1,14,8,4900,5
71,2023-01-09,2,11,9,9900,4
2064,2023-07-11,17,9,9,5400,4
2283,2023-07-30,21,13,9,8450,4
4089,2023-10-20,4,6,9,3600,5
5761,2023-12-17,4,8,9,4800,4
5877,2023-12-20,14,16,9,5120,4
5914,2023-12-22,14,19,9,6080,4
6391,2024-01-07,14,14,9,4480,5
6780,2024-01-21,1,5,9,1750,5
7738,2024-02-24,1,15,9,5250,5
9574,2024-06-22,1,5,9,1750,4
10233,2024-09-13,4,7,9,4200,4
50,2023-01-06,12,16,9,4800,5
307,2023-01-31,1,7,9,2450,4
1152,2023-04-15,28,14,9,4200,5
1611,2023-05-27,11,6,9,3300,4
1696,2023-06-04,5,20,9,9000,4
2058,2023-07-11,1,20,9,7000,4
3304,2023-09-23,22,12,9,4800,5
5096,2023-11-24,4,15,9,9000,5
5160,2023-11-26,11,20,9,11000,4
5707,2023-12-15,4,10,9,6000,4
5920,2023-12-22,14,12,9,3840,5
6164,2023-12-30,14,15,9,4800,4
8530,2024-03-19,4,16,9,9600,4
9674,2024-07-03,4,8,9,4800,5
9775,2024-07-18,3,19,9,4750,5
756,2023-03-10,22,9,9,3600,5
1373,2023-05-05,26,19,9,17100,5
1381,2023-05-06,12,9,9,2700,5
4457,2023-11-02,10,19,9,34200,5
5350,2023-12-02,3,8,9,2000,4
2368,2023-08-08,24,18,9,9000,5
3183,2023-09-19,24,8,9,4000,4
3500,2023-09-29,24,9,9,4500,5
7689,2024-02-22,2,7,9,6300,5
9407,2024-05-29,2,13,9,11700,4
10311,2024-09-23,3,14,9,3500,5
4964,2023-11-19,5,8,9,3600,5
7563,2024-02-17,4,10,9,6000,4
127,2023-01-15,19,16,9,4800,4
383,2023-02-07,4,20,9,12000,5
519,2023-02-20,11,15,9,8250,4
2996,2023-09-13,23,17,9,4250,5
3182,2023-09-19,23,10,9,2500,4
3927,2023-10-14,2,10,9,9000,4
6890,2024-01-25,2,5,9,4500,4
7342,2024-02-10,3,16,9,4000,5
51,2023-01-06,13,9,10,4050,4
2224,2023-07-25,7,12,10,18000,5
3067,2023-09-16,21,15,10,9750,5
3926,2023-10-14,2,17,10,15300,4
4302,2023-10-28,1,19,10,6650,4
4598,2023-11-07,5,18,10,8100,5
8138,2024-03-06,2,16,10,14400,5
10243,2024-09-14,3,10,10,2500,5
187,2023-01-20,26,13,10,11700,4
990,2023-04-02,1,13,10,4550,4
1464,2023-05-13,19,14,10,4200,4
1754,2023-06-08,17,13,10,7800,5
2332,2023-08-04,24,15,10,7500,4
3165,2023-09-19,21,16,10,10400,5
3501,2023-09-29,24,15,10,7500,5
3528,2023-09-30,24,13,10,6500,4
4066,2023-10-19,4,9,10,5400,4
4304,2023-10-28,3,6,10,1500,4
5117,2023-11-25,3,8,10,2000,5
6477,2024-01-10,14,19,10,6080,4
7442,2024-02-13,2,18,10,16200,5
7771,2024-02-25,2,7,10,6300,5
8652,2024-03-24,3,12,10,3000,5
9890,2024-08-03,3,9,10,2250,5
2252,2023-07-27,23,14,10,3500,5
2827,2023-09-08,21,11,10,7150,4
3717,2023-10-06,10,19,10,34200,4
8125,2024-03-06,1,17,10,5950,4
9199,2024-05-07,4,7,10,4200,5
3901,2023-10-13,2,10,10,9000,4
10214,2024-09-12,3,15,10,3750,5
1534,2023-05-19,18,10,10,4500,5
2122,2023-07-17,7,7,10,10500,5
3615,2023-10-03,2,8,10,7200,4
4159,2023-10-23,1,8,10,2800,4
7836,2024-02-27,3,16,10,4000,4
8071,2024-03-04,3,20,10,5000,5
10260,2024-09-17,4,15,10,9000,4
59,2023-01-07,6,13,10,15600,5
1193,2023-04-21,11,10,10,5500,5
10076,2024-08-24,2,19,10,17100,4
1746,2023-06-07,18,5,11,2250,4
7261,2024-02-08,1,18,11,6300,5
8012,2024-03-02,4,16,11,9600,5
803,2023-03-14,17,20,11,12000,4
1364,2023-05-04,18,8,11,3600,4
1939,2023-06-30,6,14,11,16800,4
4499,2023-11-04,2,7,11,6300,5
5032,2023-11-21,10,8,11,14400,4
5071,2023-11-23,4,12,11,7200,5
5684,2023-12-14,3,15,11,3750,5
6182,2023-12-31,14,7,11,2240,5
7143,2024-02-03,4,8,11,4800,4
7174,2024-02-05,1,11,11,3850,4
7716,2024-02-23,2,10,11,9000,5
8695,2024-03-25,4,7,11,4200,5
9190,2024-05-07,2,17,11,15300,4
9503,2024-06-12,2,14,11,12600,4
10290,2024-09-20,4,13,11,7800,5
239,2023-01-25,13,13,11,5850,4
2573,2023-08-28,24,6,11,3000,5
3550,2023-10-01,22,14,11,5600,4
3592,2023-10-02,9,13,11,9100,5
3841,2023-10-11,2,20,11,18000,5
4798,2023-11-13,11,9,11,4950,5
5408,2023-12-04,4,7,11,4200,5
199,2023-01-22,19,14,11,4200,4
311,2023-01-31,9,12,11,8400,5
1952,2023-07-01,13,17,11,7650,5
5225,2023-11-29,4,18,11,10800,4
5345,2023-12-02,2,20,11,18000,4
8141,2024-03-06,3,13,11,3250,5
10304,2024-09-22,1,11,11,3850,5
1242,2023-04-25,1,13,11,4550,4
3199,2023-09-20,21,16,11,10400,5
3237,2023-09-21,22,19,11,7600,4
9262,2024-05-13,4,7,11,4200,4
2030,2023-07-08,5,20,11,9000,5
3188,2023-09-19,24,16,11,8000,4
4126,2023-10-22,1,16,11,5600,5
6368,2024-01-06,14,7,11,2240,4
44,2023-01-05,14,12,12,3840,4
1862,2023-06-20,20,10,12,8000,4
2805,2023-09-07,24,14,12,7000,4
4217,2023-10-24,11,19,12,10450,4
5944,2023-12-22,14,9,12,2880,4
6138,2023-12-29,14,14,12,4480,5
6976,2024-01-28,2,18,12,16200,5
7754,2024-02-24,4,14,12,8400,4
8192,2024-03-08,2,17,12,15300,5
8346,2024-03-14,1,9,12,3150,4
9701,2024-07-08,1,5,12,1750,5
852,2023-03-19,8,5,12,3750,4
862,2023-03-20,19,18,12,5400,4
967,2023-03-31,8,14,12,10500,5
1173,2023-04-18,28,5,12,1500,5
2478,2023-08-19,24,11,12,5500,5
2746,2023-09-05,24,8,12,4000,4
3502,2023-09-29,24,5,12,2500,5
6392,2024-01-07,14,15,12,4800,5
6621,2024-01-15,2,16,12,14400,5
6821,2024-01-22,2,14,12,12600,5
8378,2024-03-15,1,5,12,1750,5
8580,2024-03-22,1,6,12,2100,4
1148,2023-04-15,17,6,12,3600,5
2380,2023-08-10,24,5,12,2500,4
3352,2023-09-25,21,14,12,9100,4
3679,2023-10-05,7,5,12,7500,5
3773,2023-10-08,9,15,12,10500,4
3806,2023-10-09,9,7,12,4900,5
4251,2023-10-26,5,11,12,4950,5
4605,2023-11-07,9,9,12,6300,5
8270,2024-03-11,2,15,12,13500,5
126,2023-01-15,16,14,12,7000,5
495,2023-02-17,3,16,12,4000,4
541,2023-02-22,3,14,12,3500,4
1882,2023-06-22,24,17,12,8500,5
6209,2024-01-01,14,5,12,1600,5
6501,2024-01-11,1,20,12,7000,4
3480,2023-09-29,21,20,12,13000,5
4218,2023-10-25,1,17,12,5950,5
10322,2024-09-25,2,16,12,14400,5
6865,2024-01-24,1,6,12,2100,4
9722,2024-07-10,2,6,12,5400,4
1707,2023-06-04,20,19,13,15200,4
2931,2023-09-10,24,12,13,6000,4
2933,2023-09-11,21,17,13,11050,5
3156,2023-09-18,24,20,13,10000,4
3174,2023-09-19,22,19,13,7600,5
5273,2023-11-30,10,17,13,30600,4
5327,2023-12-01,9,19,13,13300,4
5972,2023-12-23,14,7,13,2241,4
6314,2024-01-04,14,14,13,4480,5
6481,2024-01-10,14,20,13,6400,5
6712,2024-01-18,4,13,13,7800,5
7729,2024-02-23,4,12,13,7200,5
9957,2024-08-09,4,6,13,3600,4
344,2023-02-02,21,18,13,11700,4
488,2023-02-16,9,9,13,6300,5
1906,2023-06-26,2,14,13,12600,5
2080,2023-07-12,21,15,13,9750,4
2998,2023-09-13,24,10,13,5000,5
3051,2023-09-15,23,14,13,3500,4
3234,2023-09-21,22,12,13,4800,5
3653,2023-10-04,7,7,13,10500,4
3718,2023-10-06,10,12,13,21600,5
3738,2023-10-07,4,19,13,11400,5
4420,2023-11-01,11,17,13,9350,4
4650,2023-11-09,1,9,13,3150,5
4846,2023-11-15,5,7,13,3150,4
4909,2023-11-17,11,7,13,3850,4
5110,2023-11-24,11,11,13,6050,4
5870,2023-12-20,14,11,13,3520,5
6457,2024-01-09,14,12,13,3840,4
8159,2024-03-07,1,9,13,3150,5
8178,2024-03-08,1,11,13,3850,4
8965,2024-04-13,3,13,13,3250,5
9413,2024-05-30,2,11,13,9900,4
9604,2024-06-25,1,6,13,2100,4
9869,2024-07-31,4,11,13,6600,4
752,2023-03-10,17,14,13,8400,4
1254,2023-04-26,4,9,13,5400,5
1584,2023-05-24,17,19,13,11400,4
1748,2023-06-07,21,11,13,7150,5
2835,2023-09-08,22,8,13,3200,5
3630,2023-10-03,10,10,13,18000,5
9949,2024-08-08,4,7,13,4200,4
4984,2023-11-20,1,7,13,2450,5
8849,2024-03-31,2,11,13,9960,4
9267,2024-05-14,2,9,13,8100,5
556,2023-02-23,5,20,13,9000,4
1932,2023-06-29,8,12,13,9000,5
7360,2024-02-11,1,9,13,3150,5
6283,2024-01-03,14,10,13,3200,4
122,2023-01-14,24,18,14,9000,5
2130,2023-07-17,24,15,14,7500,4
2739,2023-09-05,24,8,14,4000,4
2791,2023-09-07,22,5,14,2000,5
2967,2023-09-12,22,15,14,6000,4
3177,2023-09-19,22,5,14,2000,4
3453,2023-09-28,22,11,14,4400,5
5440,2023-12-05,3,8,14,2000,5
5469,2023-12-06,10,6,14,10800,5
7863,2024-02-28,1,17,14,5950,4
398,2023-02-09,1,17,14,5950,5
637,2023-03-01,21,12,14,7800,5
719,2023-03-07,17,6,14,3600,4
1090,2023-04-09,27,6,14,1200,4
1921,2023-06-28,14,5,14,1600,4
2002,2023-07-05,21,16,14,10400,4
2921,2023-09-10,23,13,14,3250,4
3217,2023-09-20,24,11,14,5500,4
3549,2023-10-01,22,9,14,3600,5
3629,2023-10-03,10,7,14,12600,4
4644,2023-11-08,11,20,14,11000,4
5133,2023-11-25,11,15,14,8250,4
5747,2023-12-16,9,19,14,13300,5
5751,2023-12-17,1,8,14,2800,5
6529,2024-01-12,2,17,14,15300,4
7483,2024-02-14,4,6,14,3600,5
1037,2023-04-06,6,20,14,24000,4
2567,2023-08-28,24,15,14,7500,4
3112,2023-09-17,24,12,14,6000,4
3847,2023-10-11,4,9,14,5400,5
4743,2023-11-12,3,16,14,4000,5
8599,2024-03-22,3,16,14,4000,5
3020,2023-09-14,23,10,14,2500,4
5644,2023-12-12,7,9,14,13500,4
7959,2024-03-01,4,6,14,3600,5
2296,2023-08-01,2,16,14,14400,4
1329,2023-05-01,26,14,15,12600,5
1667,2023-06-02,4,15,15,9000,5
2473,2023-08-19,24,20,15,10000,4
3240,2023-09-21,22,8,15,3200,4
6100,2023-12-28,14,10,15,3200,5
8191,2024-03-08,2,13,15,11700,5
584,2023-02-25,9,18,15,12600,4
612,2023-02-27,15,9,15,3150,4
1596,2023-05-26,9,13,15,9100,4
2158,2023-07-20,10,14,15,25200,5
2979,2023-09-13,21,13,15,8450,5
3197,2023-09-20,21,16,15,10400,5
8202,2024-03-08,3,15,15,3750,4
9047,2024-04-22,2,10,15,9000,4
9466,2024-06-06,4,20,15,12000,4
1057,2023-04-07,24,14,15,7000,5
1747,2023-06-07,19,10,15,3000,4
3282,2023-09-22,23,15,15,3750,5
4765,2023-11-12,11,13,15,7150,4
8564,2024-03-21,3,6,15,1500,4
998,2023-04-02,16,6,15,3000,5
2556,2023-08-27,24,11,15,5500,4
3207,2023-09-20,22,17,15,6800,5
6504,2024-01-11,2,6,15,5400,4
6832,2024-01-23,1,8,15,2800,5
7867,2024-02-28,2,10,15,9000,5
9782,2024-07-19,3,9,15,2250,5
393,2023-02-08,18,16,15,7200,4
1267,2023-04-27,8,18,15,13500,5
2775,2023-09-06,24,13,15,6500,4
8478,2024-03-18,2,18,15,16200,5
9552,2024-06-18,2,12,15,10800,4
5855,2023-12-20,14,13,15,4160,5
10328,2024-09-25,2,13,15,11700,5
1325,2023-05-01,23,9,16,2250,4
4390,2023-11-01,2,10,16,9000,5
4679,2023-11-10,4,11,16,6600,4
4686,2023-11-10,6,19,16,22800,4
6206,2023-12-31,14,12,16,3840,5
7527,2024-02-16,2,10,16,9000,5
7535,2024-02-16,4,11,16,6600,5
7549,2024-02-17,2,17,16,15300,4
7698,2024-02-22,3,5,16,1250,4
7864,2024-02-28,2,14,16,12600,4
10141,2024-09-03,3,13,16,3250,5
176,2023-01-19,20,6,16,4800,4
1648,2023-05-31,16,19,16,9500,4
2251,2023-07-27,14,12,16,3840,5
3694,2023-10-05,11,15,16,8250,4
4029,2023-10-18,1,14,16,4900,5
4662,2023-11-09,7,5,16,7500,4
4898,2023-11-17,5,14,16,6300,5
5365,2023-12-02,8,17,16,12750,4
5803,2023-12-18,7,14,16,21000,5
6737,2024-01-19,3,8,16,2000,5
8142,2024-03-06,3,11,16,2750,5
8352,2024-03-14,2,11,16,9900,5
9117,2024-05-01,1,16,16,5600,4
9772,2024-07-18,2,16,16,14400,4
681,2023-03-04,15,15,16,5250,4
2847,2023-09-08,24,8,16,4000,5
3194,2023-09-19,24,13,16,6500,4
4518,2023-11-04,10,6,16,10800,5
7790,2024-02-25,4,8,16,4800,5
10182,2024-09-07,2,6,16,5400,4
6580,2024-01-13,3,6,16,1500,4
2726,2023-09-05,24,10,16,5000,4
7184,2024-02-05,2,9,16,8100,4
9801,2024-07-21,4,6,16,3600,4
397,2023-02-08,28,11,17,3300,5
454,2023-02-14,2,11,17,9900,5
1214,2023-04-22,22,11,17,4400,4
3024,2023-09-14,24,5,17,2500,4
5976,2023-12-24,14,14,17,4480,5
6067,2023-12-26,14,20,17,6400,4
6157,2023-12-30,14,10,17,3200,4
6714,2024-01-18,4,14,17,8400,4
1494,2023-05-16,17,10,17,6000,4
2374,2023-08-09,24,7,17,3500,4
6745,2024-01-20,1,12,17,4200,4
7412,2024-02-12,2,9,17,8100,4
8698,2024-03-26,1,12,17,4200,4
23,2023-01-03,9,16,17,11200,4
373,2023-02-06,9,10,17,7000,5
788,2023-03-13,12,11,17,3300,5
2866,2023-09-09,22,17,17,6800,5
6387,2024-01-07,14,14,17,4480,5
3388,2023-09-26,21,8,17,5200,4
5364,2023-12-02,8,15,17,11250,4
6284,2024-01-03,14,9,17,2880,4
6602,2024-01-14,3,15,17,3750,4
6774,2024-01-20,4,17,17,10200,4
6842,2024-01-23,2,7,17,6300,5
10342,2024-09-26,2,17,17,15300,4
2177,2023-07-21,15,5,17,1750,5
4264,2023-10-27,2,13,17,11700,5
5015,2023-11-21,4,19,17,11400,5
8492,2024-03-19,1,5,17,1750,5
92,2023-01-11,12,15,18,4500,5
196,2023-01-22,1,15,18,5250,4
382,2023-02-06,26,12,18,10800,4
782,2023-03-12,14,11,18,3520,4
1614,2023-05-27,21,17,18,11050,5
1929,2023-06-29,2,10,18,9000,4
1953,2023-07-01,13,5,18,2250,5
2765,2023-09-06,24,18,18,9000,5
3442,2023-09-28,21,8,18,5200,5
5114,2023-11-25,3,8,18,2000,5
5196,2023-11-28,1,11,18,3850,5
6922,2024-01-26,2,5,18,4500,4
8048,2024-03-03,4,11,18,6600,5
8280,2024-03-11,3,15,18,3750,5
8382,2024-03-15,2,12,18,10800,4
9920,2024-08-05,4,19,18,11400,4
1718,2023-06-05,22,19,18,7600,5
1902,2023-06-25,11,19,18,10450,4
2483,2023-08-19,24,12,18,6000,5
2559,2023-08-27,24,7,18,3500,5
3405,2023-09-26,24,20,18,10000,5
