sale_id,sale_date,product_id,customer_id,rating,sat_tier,sale_year,sale_month_num,sale_month_name,sale_quarter,city_id_lookup,city_name,population,estimated_rent,city_rank,quantity,price,total_amount,calc_revenue,revenue_diff
4504,04/11/2023,5,1,4,Satisfied (4-5),2023,11,November,4,1,Bangalore,12300000,29700,1,12,450,5400,5400,0
5079,23/11/2023,8,1,5,Satisfied (4-5),2023,11,November,4,1,Bangalore,12300000,29700,1,11,750,8250,8250,0
5452,05/12/2023,9,1,4,Satisfied (4-5),2023,12,December,4,1,Bangalore,12300000,29700,1,17,700,11900,11900,0
135,16/01/2023,7,1,5,Satisfied (4-5),2023,1,January,1,1,Bangalore,12300000,29700,1,8,1500,12000,12000,0
375,06/02/2023,11,1,4,Satisfied (4-5),2023,2,February,1,1,Bangalore,12300000,29700,1,19,550,10450,10450,0
1787,11/06/2023,13,1,4,Satisfied (4-5),2023,6,June,2,1,Bangalore,12300000,29700,1,15,450,6750,6750,0
5913,22/12/2023,14,1,4,Satisfied (4-5),2023,12,December,4,1,Bangalore,12300000,29700,1,11,320,3520,3520,0
6428,08/01/2024,14,1,5,Satisfied (4-5),2024,1,January,1,1,Bangalore,12300000,29700,1,8,320,2560,2560,0
734,08/03/2023,26,1,5,Satisfied (4-5),2023,3,March,1,1,Bangalore,12300000,29700,1,17,900,15300,15300,0
1896,24/06/2023,21,1,4,Satisfied (4-5),2023,6,June,2,1,Bangalore,12300000,29700,1,10,650,6500,6500,0
3444,28/09/2023,21,1,4,Satisfied (4-5),2023,9,September,3,1,Bangalore,12300000,29700,1,5,650,3250,3250,0
2207,23/07/2023,22,1,5,Satisfied (4-5),2023,7,July,3,1,Bangalore,12300000,29700,1,19,400,7600,7600,0
3038,15/09/2023,22,1,4,Satisfied (4-5),2023,9,September,3,1,Bangalore,12300000,29700,1,9,400,3600,3600,0
3082,16/09/2023,23,1,4,Satisfied (4-5),2023,9,September,3,1,Bangalore,12300000,29700,1,6,250,1500,1500,0
193,21/01/2023,24,1,4,Satisfied (4-5),2023,1,January,1,1,Bangalore,12300000,29700,1,15,500,7500,7500,0
1217,23/04/2023,1,1,4,Satisfied (4-5),2023,4,April,2,1,Bangalore,12300000,29700,1,6,350,2100,2100,0
1302,30/04/2023,13,1,4,Satisfied (4-5),2023,4,April,2,1,Bangalore,12300000,29700,1,9,450,4050,4050,0
1490,16/05/2023,2,1,5,Satisfied (4-5),2023,5,May,2,1,Bangalore,12300000,29700,1,15,900,13500,13500,0
1813,14/06/2023,19,1,4,Satisfied (4-5),2023,6,June,2,1,Bangalore,12300000,29700,1,20,300,6000,6000,0
1825,15/06/2023,17,1,5,Satisfied (4-5),2023,6,June,2,1,Bangalore,12300000,29700,1,17,600,10200,10200,0
1830,16/06/2023,1,1,4,Satisfied (4-5),2023,6,June,2,1,Bangalore,12300000,29700,1,19,350,6650,6650,0
2155,20/07/2023,2,1,4,Satisfied (4-5),2023,7,July,3,1,Bangalore,12300000,29700,1,18,900,16200,16200,0
4975,19/11/2023,8,1,5,Satisfied (4-5),2023,11,November,4,1,Bangalore,12300000,29700,1,5,750,3750,3750,0
2107,16/07/2023,2,1,5,Satisfied (4-5),2023,7,July,3,1,Bangalore,12300000,29700,1,10,900,9000,9000,0
766,11/03/2023,11,1,4,Satisfied (4-5),2023,3,March,1,1,Bangalore,12300000,29700,1,12,550,6600,6600,0
1150,15/04/2023,23,1,4,Satisfied (4-5),2023,4,April,2,1,Bangalore,12300000,29700,1,19,250,4750,4750,0
1661,01/06/2023,14,1,4,Satisfied (4-5),2023,6,June,2,1,Bangalore,12300000,29700,1,16,320,5120,5120,0
6687,17/01/2024,4,1,5,Satisfied (4-5),2024,1,January,1,1,Bangalore,12300000,29700,1,7,600,4200,4200,0
6921,26/01/2024,2,1,5,Satisfied (4-5),2024,1,January,1,1,Bangalore,12300000,29700,1,16,900,14400,14400,0
7933,01/03/2024,2,1,5,Satisfied (4-5),2024,3,March,1,1,Bangalore,12300000,29700,1,15,900,13500,13500,0
9853,29/07/2024,1,1,5,Satisfied (4-5),2024,7,July,3,1,Bangalore,12300000,29700,1,10,350,3500,3500,0
4888,17/11/2023,1,1,5,Satisfied (4-5),2023,11,November,4,1,Bangalore,12300000,29700,1,17,350,5950,5950,0
9432,01/06/2024,1,1,5,Satisfied (4-5),2024,6,June,2,1,Bangalore,12300000,29700,1,20,350,7000,7000,0
404,09/02/2023,13,2,5,Satisfied (4-5),2023,2,February,1,1,Bangalore,12300000,29700,1,20,450,9000,9000,0
546,22/02/2023,15,2,4,Satisfied (4-5),2023,2,February,1,1,Bangalore,12300000,29700,1,7,350,2450,2450,0
748,10/03/2023,3,2,4,Satisfied (4-5),2023,3,March,1,1,Bangalore,12300000,29700,1,17,250,4250,4250,0
1475,14/05/2023,18,2,4,Satisfied (4-5),2023,5,May,2,1,Bangalore,12300000,29700,1,13,450,5850,5850,0
2323,03/08/2023,24,2,4,Satisfied (4-5),2023,8,August,3,1,Bangalore,12300000,29700,1,12,500,6000,6000,0
2569,28/08/2023,24,2,4,Satisfied (4-5),2023,8,August,3,1,Bangalore,12300000,29700,1,10,500,5000,5000,0
4698,10/11/2023,10,2,4,Satisfied (4-5),2023,11,November,4,1,Bangalore,12300000,29700,1,11,1800,19800,19800,0
5657,13/12/2023,1,2,4,Satisfied (4-5),2023,12,December,4,1,Bangalore,12300000,29700,1,19,350,6650,6650,0
6316,04/01/2024,14,2,5,Satisfied (4-5),2024,1,January,1,1,Bangalore,12300000,29700,1,19,320,6080,6080,0
6829,23/01/2024,1,2,4,Satisfied (4-5),2024,1,January,1,1,Bangalore,12300000,29700,1,9,350,3150,3150,0
7168,04/02/2024,4,2,4,Satisfied (4-5),2024,2,February,1,1,Bangalore,12300000,29700,1,14,600,8400,8400,0
9499,11/06/2024,4,2,5,Satisfied (4-5),2024,6,June,2,1,Bangalore,12300000,29700,1,19,600,11400,11400,0
9760,16/07/2024,1,2,4,Satisfied (4-5),2024,7,July,3,1,Bangalore,12300000,29700,1,12,350,4200,4200,0
9815,23/07/2024,3,2,5,Satisfied (4-5),2024,7,July,3,1,Bangalore,12300000,29700,1,7,250,1750,1750,0
789,13/03/2023,13,2,5,Satisfied (4-5),2023,3,March,1,1,Bangalore,12300000,29700,1,7,450,3150,3150,0
1874,21/06/2023,25,2,5,Satisfied (4-5),2023,6,June,2,1,Bangalore,12300000,29700,1,10,600,6000,6000,0
3168,19/09/2023,22,2,5,Satisfied (4-5),2023,9,September,3,1,Bangalore,12300000,29700,1,16,400,6400,6400,0
3760,07/10/2023,10,2,4,Satisfied (4-5),2023,10,October,4,1,Bangalore,12300000,29700,1,15,1800,27000,27000,0
6385,06/01/2024,14,2,5,Satisfied (4-5),2024,1,January,1,1,Bangalore,12300000,29700,1,16,320,5120,5120,0
7926,01/03/2024,2,2,5,Satisfied (4-5),2024,3,March,1,1,Bangalore,12300000,29700,1,12,900,10800,10800,0
8708,26/03/2024,2,2,5,Satisfied (4-5),2024,3,March,1,1,Bangalore,12300000,29700,1,5,900,4500,4500,0
8905,05/04/2024,2,2,5,Satisfied (4-5),2024,4,April,2,1,Bangalore,12300000,29700,1,15,900,13500,13500,0
9673,03/07/2024,4,2,5,Satisfied (4-5),2024,7,July,3,1,Bangalore,12300000,29700,1,20,600,12000,12000,0
918,26/03/2023,23,2,4,Satisfied (4-5),2023,3,March,1,1,Bangalore,12300000,29700,1,6,250,1500,1500,0
1209,22/04/2023,14,2,5,Satisfied (4-5),2023,4,April,2,1,Bangalore,12300000,29700,1,12,320,3840,3840,0
2717,04/09/2023,24,2,5,Satisfied (4-5),2023,9,September,3,1,Bangalore,12300000,29700,1,20,500,10000,10000,0
6632,15/01/2024,4,2,5,Satisfied (4-5),2024,1,January,1,1,Bangalore,12300000,29700,1,14,600,8400,8400,0
7653,21/02/2024,1,2,4,Satisfied (4-5),2024,2,February,1,1,Bangalore,12300000,29700,1,11,350,3850,3850,0
10057,22/08/2024,2,2,4,Satisfied (4-5),2024,8,August,3,1,Bangalore,12300000,29700,1,15,900,13500,13500,0
7120,02/02/2024,4,2,5,Satisfied (4-5),2024,2,February,1,1,Bangalore,12300000,29700,1,5,600,3000,3000,0
7091,01/02/2024,3,2,5,Satisfied (4-5),2024,2,February,1,1,Bangalore,12300000,29700,1,12,250,3000,3000,0
8361,14/03/2024,3,2,5,Satisfied (4-5),2024,3,March,1,1,Bangalore,12300000,29700,1,17,250,4250,4250,0
929,27/03/2023,28,3,4,Satisfied (4-5),2023,3,March,1,1,Bangalore,12300000,29700,1,5,300,1500,1500,0
2490,20/08/2023,24,3,5,Satisfied (4-5),2023,8,August,3,1,Bangalore,12300000,29700,1,10,500,5000,5000,0
2619,01/09/2023,24,3,5,Satisfied (4-5),2023,9,September,3,1,Bangalore,12300000,29700,1,20,500,10000,10000,0
4498,04/11/2023,2,3,4,Satisfied (4-5),2023,11,November,4,1,Bangalore,12300000,29700,1,18,900,16200,16200,0
5014,21/11/2023,3,3,5,Satisfied (4-5),2023,11,November,4,1,Bangalore,12300000,29700,1,7,250,1750,1750,0
5982,24/12/2023,14,3,4,Satisfied (4-5),2023,12,December,4,1,Bangalore,12300000,29700,1,19,320,6080,6080,0
6638,16/01/2024,1,3,5,Satisfied (4-5),2024,1,January,1,1,Bangalore,12300000,29700,1,20,350,7000,7000,0
10211,12/09/2024,2,3,4,Satisfied (4-5),2024,9,September,3,1,Bangalore,12300000,29700,1,16,900,14400,14400,0
55,06/01/2023,23,3,5,Satisfied (4-5),2023,1,January,1,1,Bangalore,12300000,29700,1,15,250,3750,3750,0
413,09/02/2023,27,3,4,Satisfied (4-5),2023,2,February,1,1,Bangalore,12300000,29700,1,15,200,3000,3000,0
636,01/03/2023,20,3,4,Satisfied (4-5),2023,3,March,1,1,Bangalore,12300000,29700,1,20,800,16000,16000,0
1583,24/05/2023,15,3,5,Satisfied (4-5),2023,5,May,2,1,Bangalore,12300000,29700,1,15,350,5250,5250,0
1940,30/06/2023,20,3,5,Satisfied (4-5),2023,6,June,2,1,Bangalore,12300000,29700,1,7,800,5600,5600,0
2330,04/08/2023,24,3,5,Satisfied (4-5),2023,8,August,3,1,Bangalore,12300000,29700,1,5,500,2500,2500,0
5484,07/12/2023,4,3,5,Satisfied (4-5),2023,12,December,4,1,Bangalore,12300000,29700,1,14,600,8400,8400,0
6689,18/01/2024,1,3,5,Satisfied (4-5),2024,1,January,1,1,Bangalore,12300000,29700,1,8,350,2800,2800,0
655,02/03/2023,22,3,4,Satisfied (4-5),2023,3,March,1,1,Bangalore,12300000,29700,1,9,400,3600,3600,0
2250,27/07/2023,14,3,4,Satisfied (4-5),2023,7,July,3,1,Bangalore,12300000,29700,1,12,320,3842,3840,2
2372,09/08/2023,24,3,5,Satisfied (4-5),2023,8,August,3,1,Bangalore,12300000,29700,1,15,500,7500,7500,0
2817,07/09/2023,24,3,4,Satisfied (4-5),2023,9,September,3,1,Bangalore,12300000,29700,1,17,500,8500,8500,0
2880,09/09/2023,24,3,4,Satisfied (4-5),2023,9,September,3,1,Bangalore,12300000,29700,1,10,500,5000,5000,0
3137,18/09/2023,23,3,4,Satisfied (4-5),2023,9,September,3,1,Bangalore,12300000,29700,1,11,250,2750,2750,0
4516,04/11/2023,10,3,4,Satisfied (4-5),2023,11,November,4,1,Bangalore,12300000,29700,1,8,1800,14400,14400,0
5579,10/12/2023,2,3,5,Satisfied (4-5),2023,12,December,4,1,Bangalore,12300000,29700,1,20,900,18000,18000,0
9914,05/08/2024,2,3,4,Satisfied (4-5),2024,8,August,3,1,Bangalore,12300000,29700,1,14,900,12600,12600,0
10056,22/08/2024,1,3,5,Satisfied (4-5),2024,8,August,3,1,Bangalore,12300000,29700,1,10,350,3500,3500,0
3322,23/09/2023,24,3,4,Satisfied (4-5),2023,9,September,3,1,Bangalore,12300000,29700,1,16,500,8000,8000,0
6574,13/01/2024,3,3,5,Satisfied (4-5),2024,1,January,1,1,Bangalore,12300000,29700,1,18,250,4500,4500,0
6793,21/01/2024,2,3,5,Satisfied (4-5),2024,1,January,1,1,Bangalore,12300000,29700,1,6,900,5400,5400,0
8528,19/03/2024,4,3,5,Satisfied (4-5),2024,3,March,1,1,Bangalore,12300000,29700,1,17,600,10200,10200,0
668,03/03/2023,20,3,4,Satisfied (4-5),2023,3,March,1,1,Bangalore,12300000,29700,1,16,800,12800,12800,0
3302,23/09/2023,22,3,4,Satisfied (4-5),2023,9,September,3,1,Bangalore,12300000,29700,1,9,400,3600,3600,0
8786,29/03/2024,1,3,5,Satisfied (4-5),2024,3,March,1,1,Bangalore,12300000,29700,1,8,350,2800,2800,0
1928,29/06/2023,2,3,4,Satisfied (4-5),2023,6,June,2,1,Bangalore,12300000,29700,1,13,900,11700,11700,0
2900,10/09/2023,22,3,5,Satisfied (4-5),2023,9,September,3,1,Bangalore,12300000,29700,1,10,400,4000,4000,0
821,16/03/2023,4,4,5,Satisfied (4-5),2023,3,March,1,1,Bangalore,12300000,29700,1,8,600,4800,4800,0
1466,13/05/2023,25,4,4,Satisfied (4-5),2023,5,May,2,1,Bangalore,12300000,29700,1,18,600,10800,10800,0
4385,31/10/2023,9,4,5,Satisfied (4-5),2023,10,October,4,1,Bangalore,12300000,29700,1,10,700,7000,7000,0
6211,01/01/2024,14,4,5,Satisfied (4-5),2024,1,January,1,1,Bangalore,12300000,29700,1,8,320,2560,2560,0
6891,25/01/2024,2,4,4,Satisfied (4-5),2024,1,January,1,1,Bangalore,12300000,29700,1,7,900,6300,6300,0
8056,04/03/2024,1,4,5,Satisfied (4-5),2024,3,March,1,1,Bangalore,12300000,29700,1,14,350,4900,4900,0
9208,08/05/2024,2,4,5,Satisfied (4-5),2024,5,May,2,1,Bangalore,12300000,29700,1,13,900,11700,11700,0
10118,30/08/2024,3,4,5,Satisfied (4-5),2024,8,August,3,1,Bangalore,12300000,29700,1,17,250,4250,4250,0
73,09/01/2023,17,4,4,Satisfied (4-5),2023,1,January,1,1,Bangalore,12300000,29700,1,13,600,7800,7800,0
2426,14/08/2023,24,4,5,Satisfied (4-5),2023,8,August,3,1,Bangalore,12300000,29700,1,20,500,10000,10000,0
3949,14/10/2023,8,4,4,Satisfied (4-5),2023,10,October,4,1,Bangalore,12300000,29700,1,15,750,11250,11250,0
4638,08/11/2023,9,4,4,Satisfied (4-5),2023,11,November,4,1,Bangalore,12300000,29700,1,19,700,13300,13300,0
5509,08/12/2023,1,4,5,Satisfied (4-5),2023,12,December,4,1,Bangalore,12300000,29700,1,15,350,5250,5250,0
5705,15/12/2023,2,4,4,Satisfied (4-5),2023,12,December,4,1,Bangalore,12300000,29700,1,11,900,9900,9900,0
10132,01/09/2024,4,4,4,Satisfied (4-5),2024,9,September,3,1,Bangalore,12300000,29700,1,6,600,3600,3600,0
151,17/01/2023,17,4,4,Satisfied (4-5),2023,1,January,1,1,Bangalore,12300000,29700,1,13,600,7800,7800,0
2238,26/07/2023,14,4,5,Satisfied (4-5),2023,7,July,3,1,Bangalore,12300000,29700,1,13,320,4160,4160,0
2298,01/08/2023,8,4,4,Satisfied (4-5),2023,8,August,3,1,Bangalore,12300000,29700,1,14,750,10500,10500,0
3522,30/09/2023,23,4,5,Satisfied (4-5),2023,9,September,3,1,Bangalore,12300000,29700,1,9,250,2250,2250,0
3923,14/10/2023,1,4,4,Satisfied (4-5),2023,10,October,4,1,Bangalore,12300000,29700,1,12,350,4200,4200,0
8268,11/03/2024,2,4,5,Satisfied (4-5),2024,3,March,1,1,Bangalore,12300000,29700,1,12,900,10800,10800,0
733,08/03/2023,25,4,4,Satisfied (4-5),2023,3,March,1,1,Bangalore,12300000,29700,1,20,600,12000,12000,0
7283,08/02/2024,3,4,4,Satisfied (4-5),2024,2,February,1,1,Bangalore,12300000,29700,1,18,250,4500,4500,0
9166,04/05/2024,3,4,4,Satisfied (4-5),2024,5,May,2,1,Bangalore,12300000,29700,1,20,250,5000,5000,0
7953,01/03/2024,4,4,4,Satisfied (4-5),2024,3,March,1,1,Bangalore,12300000,29700,1,16,600,9600,9600,0
7118,02/02/2024,4,4,5,Satisfied (4-5),2024,2,February,1,1,Bangalore,12300000,29700,1,13,600,7800,7800,0
9419,30/05/2024,3,4,5,Satisfied (4-5),2024,5,May,2,1,Bangalore,12300000,29700,1,15,250,3750,3750,0
778,12/03/2023,11,5,4,Satisfied (4-5),2023,3,March,1,1,Bangalore,12300000,29700,1,12,550,6600,6600,0
1780,11/06/2023,1,5,4,Satisfied (4-5),2023,6,June,2,1,Bangalore,12300000,29700,1,15,350,5250,5250,0
2014,06/07/2023,19,5,4,Satisfied (4-5),2023,7,July,3,1,Bangalore,12300000,29700,1,15,300,4500,4500,0
2411,12/08/2023,24,5,4,Satisfied (4-5),2023,8,August,3,1,Bangalore,12300000,29700,1,9,500,4500,4500,0
3412,27/09/2023,21,5,5,Satisfied (4-5),2023,9,September,3,1,Bangalore,12300000,29700,1,10,650,6500,6500,0
3691,05/10/2023,10,5,4,Satisfied (4-5),2023,10,October,4,1,Bangalore,12300000,29700,1,8,1800,14400,14400,0
4861,15/11/2023,9,5,4,Satisfied (4-5),2023,11,November,4,1,Bangalore,12300000,29700,1,20,700,14000,14000,0
5023,21/11/2023,7,5,5,Satisfied (4-5),2023,11,November,4,1,Bangalore,12300000,29700,1,6,1500,9000,9000,0
5709,15/12/2023,5,5,4,Satisfied (4-5),2023,12,December,4,1,Bangalore,12300000,29700,1,10,450,4500,4500,0
6897,25/01/2024,3,5,4,Satisfied (4-5),2024,1,January,1,1,Bangalore,12300000,29700,1,6,250,1500,1500,0
7723,23/02/2024,3,5,4,Satisfied (4-5),2024,2,February,1,1,Bangalore,12300000,29700,1,19,250,4750,4750,0
7996,02/03/2024,2,5,5,Satisfied (4-5),2024,3,March,1,1,Bangalore,12300000,29700,1,8,900,7200,7200,0
8143,06/03/2024,3,5,4,Satisfied (4-5),2024,3,March,1,1,Bangalore,12300000,29700,1,18,250,4500,4500,0
8980,15/04/2024,2,5,4,Satisfied (4-5),2024,4,April,2,1,Bangalore,12300000,29700,1,12,900,10800,10800,0
9299,16/05/2024,4,5,4,Satisfied (4-5),2024,5,May,2,1,Bangalore,12300000,29700,1,11,600,6600,6600,0
885,22/03/2023,25,5,4,Satisfied (4-5),2023,3,March,1,1,Bangalore,12300000,29700,1,14,600,8400,8400,0
1233,24/04/2023,3,5,5,Satisfied (4-5),2023,4,April,2,1,Bangalore,12300000,29700,1,16,250,4000,4000,0
3306,23/09/2023,22,5,4,Satisfied (4-5),2023,9,September,3,1,Bangalore,12300000,29700,1,19,400,7600,7600,0
3865,12/10/2023,1,5,5,Satisfied (4-5),2023,10,October,4,1,Bangalore,12300000,29700,1,5,350,1750,1750,0
4382,31/10/2023,6,5,5,Satisfied (4-5),2023,10,October,4,1,Bangalore,12300000,29700,1,9,1200,10800,10800,0
4816,14/11/2023,7,5,4,Satisfied (4-5),2023,11,November,4,1,Bangalore,12300000,29700,1,17,1500,25500,25500,0
5194,27/11/2023,10,5,5,Satisfied (4-5),2023,11,November,4,1,Bangalore,12300000,29700,1,7,1800,12600,12600,0
6406,07/01/2024,14,5,4,Satisfied (4-5),2024,1,January,1,1,Bangalore,12300000,29700,1,15,320,4800,4800,0
6810,22/01/2024,1,5,4,Satisfied (4-5),2024,1,January,1,1,Bangalore,12300000,29700,1,14,350,4900,4900,0
9433,01/06/2024,2,5,4,Satisfied (4-5),2024,6,June,2,1,Bangalore,12300000,29700,1,6,900,5400,5400,0
10199,10/09/2024,1,5,5,Satisfied (4-5),2024,9,September,3,1,Bangalore,12300000,29700,1,8,350,2800,2800,0
2820,08/09/2023,21,5,4,Satisfied (4-5),2023,9,September,3,1,Bangalore,12300000,29700,1,13,650,8450,8450,0
5919,22/12/2023,14,5,5,Satisfied (4-5),2023,12,December,4,1,Bangalore,12300000,29700,1,7,320,2240,2240,0
8043,03/03/2024,3,5,4,Satisfied (4-5),2024,3,March,1,1,Bangalore,12300000,29700,1,20,250,5000,5000,0
8503,19/03/2024,1,5,5,Satisfied (4-5),2024,3,March,1,1,Bangalore,12300000,29700,1,14,350,4900,4900,0
2462,17/08/2023,24,5,4,Satisfied (4-5),2023,8,August,3,1,Bangalore,12300000,29700,1,15,500,7500,7500,0
7675,21/02/2024,4,5,4,Satisfied (4-5),2024,2,February,1,1,Bangalore,12300000,29700,1,14,600,8400,8400,0
8728,27/03/2024,2,5,5,Satisfied (4-5),2024,3,March,1,1,Bangalore,12300000,29700,1,18,900,16200,16200,0
2793,07/09/2023,22,5,5,Satisfied (4-5),2023,9,September,3,1,Bangalore,12300000,29700,1,19,400,7600,7600,0
4135,22/10/2023,3,5,4,Satisfied (4-5),2023,10,October,4,1,Bangalore,12300000,29700,1,11,250,2750,2750,0
4694,10/11/2023,9,5,5,Satisfied (4-5),2023,11,November,4,1,Bangalore,12300000,29700,1,6,700,4200,4200,0
1541,20/05/2023,27,5,5,Satisfied (4-5),2023,5,May,2,1,Bangalore,12300000,29700,1,5,200,1000,1000,0
3209,20/09/2023,22,5,5,Satisfied (4-5),2023,9,September,3,1,Bangalore,12300000,29700,1,15,400,6000,6000,0
6974,28/01/2024,2,5,5,Satisfied (4-5),2024,1,January,1,1,Bangalore,12300000,29700,1,11,900,9900,9900,0
7044,30/01/2024,4,5,4,Satisfied (4-5),2024,1,January,1,1,Bangalore,12300000,29700,1,18,600,10800,10800,0
28,03/01/2023,25,6,4,Satisfied (4-5),2023,1,January,1,1,Bangalore,12300000,29700,1,14,600,8400,8400,0
251,26/01/2023,17,6,5,Satisfied (4-5),2023,1,January,1,1,Bangalore,12300000,29700,1,8,600,4800,4800,0
601,26/02/2023,20,6,4,Satisfied (4-5),2023,2,February,1,1,Bangalore,12300000,29700,1,8,800,6400,6400,0
1198,21/04/2023,15,6,4,Satisfied (4-5),2023,4,April,2,1,Bangalore,12300000,29700,1,15,350,5250,5250,0
1819,15/06/2023,3,6,5,Satisfied (4-5),2023,6,June,2,1,Bangalore,12300000,29700,1,15,250,3750,3750,0
1999,05/07/2023,8,6,5,Satisfied (4-5),2023,7,July,3,1,Bangalore,12300000,29700,1,16,750,12000,12000,0
2648,02/09/2023,24,6,4,Satisfied (4-5),2023,9,September,3,1,Bangalore,12300000,29700,1,5,500,2500,2500,0
2834,08/09/2023,22,6,4,Satisfied (4-5),2023,9,September,3,1,Bangalore,12300000,29700,1,17,400,6800,6800,0
5923,22/12/2023,14,6,4,Satisfied (4-5),2023,12,December,4,1,Bangalore,12300000,29700,1,16,320,5120,5120,0
6512,11/01/2024,3,6,5,Satisfied (4-5),2024,1,January,1,1,Bangalore,12300000,29700,1,5,250,1250,1250,0
6564,13/01/2024,2,6,4,Satisfied (4-5),2024,1,January,1,1,Bangalore,12300000,29700,1,5,900,4500,4500,0
7175,05/02/2024,1,6,5,Satisfied (4-5),2024,2,February,1,1,Bangalore,12300000,29700,1,8,350,2800,2800,0
8327,13/03/2024,2,6,5,Satisfied (4-5),2024,3,March,1,1,Bangalore,12300000,29700,1,14,900,12600,12600,0
8331,13/03/2024,3,6,4,Satisfied (4-5),2024,3,March,1,1,Bangalore,12300000,29700,1,5,250,1250,1250,0
9845,27/07/2024,4,6,5,Satisfied (4-5),2024,7,July,3,1,Bangalore,12300000,29700,1,11,600,6600,6600,0
144,16/01/2023,24,6,5,Satisfied (4-5),2023,1,January,1,1,Bangalore,12300000,29700,1,19,500,9500,9500,0
1167,18/04/2023,1,6,5,Satisfied (4-5),2023,4,April,2,1,Bangalore,12300000,29700,1,16,350,5600,5600,0
3088,16/09/2023,24,6,4,Satisfied (4-5),2023,9,September,3,1,Bangalore,12300000,29700,1,9,500,4500,4500,0
3429,27/09/2023,23,6,4,Satisfied (4-5),2023,9,September,3,1,Bangalore,12300000,29700,1,12,250,3000,3000,0
4271,27/10/2023,4,6,4,Satisfied (4-5),2023,10,October,4,1,Bangalore,12300000,29700,1,17,600,10200,10200,0
7583,18/02/2024,2,6,4,Satisfied (4-5),2024,2,February,1,1,Bangalore,12300000,29700,1,12,900,10800,10800,0
7819,26/02/2024,4,6,5,Satisfied (4-5),2024,2,February,1,1,Bangalore,12300000,29700,1,18,600,10800,10800,0
8265,11/03/2024,1,6,4,Satisfied (4-5),2024,3,March,1,1,Bangalore,12300000,29700,1,13,350,4550,4550,0
1441,11/05/2023,10,6,4,Satisfied (4-5),2023,5,May,2,1,Bangalore,12300000,29700,1,15,1800,27000,27000,0
2351,07/08/2023,24,6,5,Satisfied (4-5),2023,8,August,3,1,Bangalore,12300000,29700,1,20,500,10000,10000,0
2804,07/09/2023,24,6,4,Satisfied (4-5),2023,9,September,3,1,Bangalore,12300000,29700,1,14,500,7000,7000,0
3793,09/10/2023,6,6,4,Satisfied (4-5),2023,10,October,4,1,Bangalore,12300000,29700,1,5,1200,6000,6000,0
10237,14/09/2024,1,6,4,Satisfied (4-5),2024,9,September,3,1,Bangalore,12300000,29700,1,9,350,3150,3150,0
1871,21/06/2023,22,6,4,Satisfied (4-5),2023,6,June,2,1,Bangalore,12300000,29700,1,12,400,4800,4800,0
3519,30/09/2023,23,6,4,Satisfied (4-5),2023,9,September,3,1,Bangalore,12300000,29700,1,5,250,1250,1250,0
900,24/03/2023,19,6,4,Satisfied (4-5),2023,3,March,1,1,Bangalore,12300000,29700,1,5,300,1500,1500,0
3878,12/10/2023,5,6,4,Satisfied (4-5),2023,10,October,4,1,Bangalore,12300000,29700,1,16,450,7200,7200,0
5791,18/12/2023,4,6,5,Satisfied (4-5),2023,12,December,4,1,Bangalore,12300000,29700,1,5,600,3000,3000,0
